Rxn id,Rxn description,Formula,Gene-reaction association,Genes,Proteins,Subsystem,Reversible,LB,UB,Objective,Confidence Score,EC Number,Notes,References,,,
ETHAPT11842180,ethanolaminephosphotransferase,cdpea_c + 0.01 11842180dgr_c  <=> cmp_c + h_c + 0.01 pe11842180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT11842180,phosphatidyethanolamine N-methyltransferase,pe11842180_c + 3 amet_c => 3 ahcys_c + 11842180pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE11842180,assignment to generic species,pe11842180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS11842180,assignment to generic species,ps11842180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA11842180tap,phosphatidic acid transport to apicoplast,pa11842180_ap  <=> pa11842180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A11842180,phospholipase A2,h2o_c + pa11842180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG12012180,assignment to generic species,12012180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12012180,diacylglycerol kinase,12012180dgr_c + atp_c => adp_c + h_c + pa12012180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12012180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12012180_c => cdp12012180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA12012180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12012180g_c + ser_L_c => cmp_c + 2 h_c + ps12012180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12012180,Phosphatidylserine decarboxylase,ps12012180_c => co2_c + pe12012180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12012180,ethanolaminephosphotransferase,cdpea_c + 0.01 12012180dgr_c  <=> cmp_c + h_c + 0.01 pe12012180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12012180,phosphatidyethanolamine N-methyltransferase,pe12012180_c + 3 amet_c => 3 ahcys_c + 12012180pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12012180,assignment to generic species,pe12012180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12012180,assignment to generic species,ps12012180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12012180tap,phosphatidic acid transport to apicoplast,pa12012180_ap  <=> pa12012180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12012180,phospholipase A2,h2o_c + pa12012180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG12022180,assignment to generic species,12022180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12022180,diacylglycerol kinase,12022180dgr_c + atp_c => adp_c + h_c + pa12022180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12022180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12022180_c => cdp12022180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA12022180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12022180g_c + ser_L_c => cmp_c + 2 h_c + ps12022180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12022180,Phosphatidylserine decarboxylase,ps12022180_c => co2_c + pe12022180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12022180,ethanolaminephosphotransferase,cdpea_c + 0.01 12022180dgr_c  <=> cmp_c + h_c + 0.01 pe12022180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PE12022180,assignment to generic species,pe12022180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12022180,assignment to generic species,ps12022180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12022180tap,phosphatidic acid transport to apicoplast,pa12022180_ap  <=> pa12022180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12022180,phospholipase A2,h2o_c + pa12022180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG12032180,assignment to generic species,12032180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12032180,diacylglycerol kinase,12032180dgr_c + atp_c => adp_c + h_c + pa12032180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12032180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12032180_c => cdp12032180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PINOS12032180,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,inost_c + 0.01 cdp12032180g_c => cmp_c + h_c + 0.01 12032180ptd1ino_c,(MAL13P1_82),MAL13P1_82,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.8.11,added,,,,
LPINOS12032180,phosphatidylinositol deacylase,12032180ptd1ino_c + h2o_c => 1180lysoptd1ino_c + ictea_c + h_c,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.1.52,,,,,
PTD1INO12032180,assignment to generic species,12032180ptd1ino_c <=> ptd1ino_c,,,,,1,-1000,1000,0,,,added,,,,
PIN3K12032180,phosphatidylinositol 3-kinase,atp_c + 12032180ptd1ino_c  => adp_c + 12032180ptd3ino_c ,(PFE0765w),PFE0765w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.137,added,,,,
PIN4K12032180,1-phosphatidylinositol 4-kinase,atp_c + 12032180ptd1ino_c  => adp_c + 12032180ptd4ino_c ,(PFE0485w),PFE0485w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.67,added,,,,
PI3P4K12032180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032180ptd4ino_c  => adp_c + 12032180ptd34inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI4P5K12032180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032180ptd4ino_c  => adp_c + 12032180ptd45inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI3P4P5K12032180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032180ptd34inobp_c  => adp_c + 12032180ptd345inotp_c  ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI45BPP12032180,phosphoinositide phospholipase C,h2o_c + 12032180ptd45inobp_c  => 12032180dgr_c   + h_c + mi145p_c ,(PF10_0132),PF10_0132,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.4.11,added,,,,
PTD3INO12032180,assignment to generic species,12032180ptd3ino_c <=> ptd3ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD4INO12032180,assignment to generic species,12032180ptd4ino_c <=> ptd4ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD34INOBP12032180,assignment to generic species,12032180ptd34inobp_c <=> ptd34inobp_c,,,,,1,-1000,1000,0,,,added,,,,
PTD345INOTP12032180,assignment to generic species,12032180ptd34inobp_c <=> ptd345inotp_c,,,,,1,-1000,1000,0,,,added,,,,
PSSA12032180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12032180g_c + ser_L_c => cmp_c + 2 h_c + ps12032180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12032180,Phosphatidylserine decarboxylase,ps12032180_c => co2_c + pe12032180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12032180,ethanolaminephosphotransferase,cdpea_c + 0.01 12032180dgr_c  <=> cmp_c + h_c + 0.01 pe12032180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12022180,phosphatidyethanolamine N-methyltransferase,pe12032180_c + 3 amet_c => 3 ahcys_c + 12032180pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12032180,assignment to generic species,pe12032180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12032180,assignment to generic species,ps12032180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12032180tap,phosphatidic acid transport to apicoplast,pa12032180_ap  <=> pa12032180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12032180,phospholipase A2,h2o_c + pa12032180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
PGSA12032180,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,cdp12032180g_c + glyc3p_c  => cmp_c + pgp12032180_c,(MAL8P1_58),MAL8P1_58,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.7.8.5,added,,,,
PGPP12032180,phosphatidylglycerophosphatase,h2o_c + pgp12032180_c  => pg12032180_c + pi_c ,,,,Lipids PhosphatidylethanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.3.27,added,,,,
PG12032180,assignment to generic species,pg12032180_c <=> pg_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12042180,assignment to generic species,12042180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12042180,diacylglycerol kinase,12042180dgr_c + atp_c => adp_c + h_c + pa12042180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12042180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12042180_c => cdp12042180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PINOS12042180,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,inost_c + 0.01 cdp12042180g_c => cmp_c + h_c + 0.01 12042180ptd1ino_c,(MAL13P1_82),MAL13P1_82,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.8.11,added,,,,
LPINOS12042180,phosphatidylinositol deacylase,12042180ptd1ino_c + h2o_c => 1180lysoptd1ino_c + icttea_c + h_c,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.1.52,,,,,
LPINOS12042180,phosphatidylinositol deacylase,12042180ptd1ino_c + h2o_c => 1204lysoptd1ino_c + ocdca_c + h_c,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.1.52,,,,,
PTD1INO12042180,assignment to generic species,12042180ptd1ino_c <=> ptd1ino_c,,,,,1,-1000,1000,0,,,added,,,,
PIN3K12042180,phosphatidylinositol 3-kinase,atp_c + 12042180ptd1ino_c  => adp_c + 12042180ptd3ino_c ,(PFE0765w),PFE0765w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.137,added,,,,
PIN4K12042180,1-phosphatidylinositol 4-kinase,atp_c + 12042180ptd1ino_c  => adp_c + 12042180ptd4ino_c ,(PFE0485w),PFE0485w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.67,added,,,,
PI3P4K12042180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12042180ptd4ino_c  => adp_c + 12042180ptd34inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI4P5K12042180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12042180ptd4ino_c  => adp_c + 12042180ptd45inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI3P4P5K12042180,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12042180ptd34inobp_c  => adp_c + 12042180ptd345inotp_c  ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI45BPP12042180,phosphoinositide phospholipase C,h2o_c + 12042180ptd45inobp_c  => 12042180dgr_c   + h_c + mi145p_c ,(PF10_0132),PF10_0132,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.4.11,added,,,,
PTD3INO12042180,assignment to generic species,12042180ptd3ino_c <=> ptd3ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD4INO12042180,assignment to generic species,12042180ptd4ino_c <=> ptd4ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD34INOBP12042180,assignment to generic species,12042180ptd34inobp_c <=> ptd34inobp_c,,,,,1,-1000,1000,0,,,added,,,,
PTD345INOTP12042180,assignment to generic species,12042180ptd34inobp_c <=> ptd345inotp_c,,,,,1,-1000,1000,0,,,added,,,,
PSSA12042180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12042180g_c + ser_L_c => cmp_c + 2 h_c + ps12042180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12042180,Phosphatidylserine decarboxylase,ps12042180_c => co2_c + pe12042180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12042180,ethanolaminephosphotransferase,cdpea_c + 0.01 12042180dgr_c  <=> cmp_c + h_c + 0.01 pe12042180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12042180,phosphatidyethanolamine N-methyltransferase,pe12042180_c + 3 amet_c => 3 ahcys_c + 12042180pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12042180,assignment to generic species,pe12042180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12042180,assignment to generic species,ps12042180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12042180tap,phosphatidic acid transport to apicoplast,pa12042180_ap  <=> pa12042180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12042180,phospholipase A2,h2o_c + pa12042180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
PGSA12042180,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,cdp12042180g_c + glyc3p_c  => cmp_c + pgp12042180_c,(MAL8P1_58),MAL8P1_58,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.7.8.5,added,,,,
PGPP12042180,phosphatidylglycerophosphatase,h2o_c + pgp12042180_c  => pg12042180_c + pi_c ,,,,Lipids PhosphatidylethanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.3.27,added,,,,
PG12042180,assignment to generic species,pg12042180_c <=> pg_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12032181,assignment to generic species,12032181dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12032181,diacylglycerol kinase,12032181dgr_c + atp_c => adp_c + h_c + pa12032181_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12032181,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12032181_c => cdp12032181g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PINOS12032181,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,inost_c + 0.01 cdp12032181g_c => cmp_c + h_c + 0.01 12032181ptd1ino_c,(MAL13P1_82),MAL13P1_82,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.8.11,added,,,,
PTD1INO12032181,assignment to generic species,12032181ptd1ino_c <=> ptd1ino_c,,,,,1,-1000,1000,0,,,added,,,,
PIN3K12032181,phosphatidylinositol 3-kinase,atp_c + 12032181ptd1ino_c  => adp_c + 12032181ptd3ino_c ,(PFE0765w),PFE0765w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.137,added,,,,
PIN4K12032181,1-phosphatidylinositol 4-kinase,atp_c + 12032181ptd1ino_c  => adp_c + 12032181ptd4ino_c ,(PFE0485w),PFE0485w,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.67,added,,,,
PI3P4K12032181,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032181ptd4ino_c  => adp_c + 12032181ptd34inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI4P5K12032181,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032181ptd4ino_c  => adp_c + 12032181ptd45inobp_c ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI3P4P5K12032181,1-phosphatidylinositol-4-phosphate 5-kinase,atp_c + 12032181ptd34inobp_c  => adp_c + 12032181ptd345inotp_c  ,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.1.68,added,,,,
PI45BPP12032181,phosphoinositide phospholipase C,h2o_c + 12032181ptd45inobp_c  => 12032181dgr_c   + h_c + mi145p_c ,(PF10_0132),PF10_0132,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.4.11,added,,,,
PTD3INO12032181,assignment to generic species,12032181ptd3ino_c <=> ptd3ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD4INO12032181,assignment to generic species,12032181ptd4ino_c <=> ptd4ino_c,,,,,1,-1000,1000,0,,,added,,,,
PTD34INOBP12032181,assignment to generic species,12032181ptd34inobp_c <=> ptd34inobp_c,,,,,1,-1000,1000,0,,,added,,,,
PTD345INOTP12032181,assignment to generic species,12032181ptd34inobp_c <=> ptd345inotp_c,,,,,1,-1000,1000,0,,,added,,,,
PSSA12032181,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12032181g_c + ser_L_c => cmp_c + 2 h_c + ps12032181_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12032181,Phosphatidylserine decarboxylase,ps12032181_c => co2_c + pe12032181_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12032181,ethanolaminephosphotransferase,cdpea_c + 0.01 12032181dgr_c  <=> cmp_c + h_c + 0.01 pe12032181_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12032181,phosphatidyethanolamine N-methyltransferase,pe12032181_c + 3 amet_c => 3 ahcys_c + 12032181pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12032181,assignment to generic species,pe12032181_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12032181,assignment to generic species,ps12032181_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12032181tap,phosphatidic acid transport to apicoplast,pa12032181_ap  <=> pa12032181_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12032181,phospholipase A2,h2o_c + pa12032181_c => 1161g3p_c + ocdcea_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
PGSA12032181,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,cdp12032181g_c + glyc3p_c  => cmp_c + pgp12032181_c,(MAL8P1_58),MAL8P1_58,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.7.8.5,added,,,,
PGPP12032181,phosphatidylglycerophosphatase,h2o_c + pgp12032181_c  => pg12032181_c + pi_c ,,,,Lipids PhosphatidylethanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.3.27,added,,,,
PG12032181,assignment to generic species,pg12032181_c <=> pg_c,,,,,1,-1000,1000,0,,,added,,,,
DAG12242180,assignment to generic species,12242180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12242180,diacylglycerol kinase,12242180dgr_c + atp_c => adp_c + h_c + pa12242180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12242180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12242180_c => cdp12242180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA12242180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12242180g_c + ser_L_c => cmp_c + 2 h_c + ps12242180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12242180,Phosphatidylserine decarboxylase,ps12242180_c => co2_c + pe12242180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12242180,ethanolaminephosphotransferase,cdpea_c + 0.01 12242180dgr_c  <=> cmp_c + h_c + 0.01 pe12242180_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12242180,phosphatidyethanolamine N-methyltransferase,pe12242180_c + 3 amet_c => 3 ahcys_c + 12242180pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12242180,assignment to generic species,pe12242180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12242180,assignment to generic species,ps12242180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12252180,diacylglycerol kinase,12252180dgr_c + atp_c => adp_c + h_c + pa12252180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12252180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12252180_c => cdp12252180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA12252180,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12252180g_c + ser_L_c => cmp_c + 2 h_c + ps12252180_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12252180,Phosphatidylserine decarboxylase,ps12252180_c => co2_c + pe12252180_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
PE12252180,assignment to generic species,pe12252180_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12252180,assignment to generic species,ps12252180_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12252180tap,phosphatidic acid transport to apicoplast,pa12252180_ap  <=> pa12252180_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12252180,phospholipase A2,h2o_c + pa12252180_c => 1161g3p_c + ocdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG12242181,assignment to generic species,12242181dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12242181,diacylglycerol kinase,12242181dgr_c + atp_c => adp_c + h_c + pa12242181_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12242181,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12242181_c => cdp12242181g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA12242181,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp12242181g_c + ser_L_c => cmp_c + 2 h_c + ps12242181_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD12242181,Phosphatidylserine decarboxylase,ps12242181_c => co2_c + pe12242181_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT12242181,ethanolaminephosphotransferase,cdpea_c + 0.01 12242181dgr_c  <=> cmp_c + h_c + 0.01 pe12242181_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT12242181,phosphatidyethanolamine N-methyltransferase,pe12242181_c + 3 amet_c => 3 ahcys_c + 12242181pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE12242181,assignment to generic species,pe12242181_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS12242181,assignment to generic species,ps12242181_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA12242181tap,phosphatidic acid transport to apicoplast,pa12242181_ap  <=> pa12242181_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A12242181,phospholipase A2,h2o_c + pa12242181_c => 1161g3p_c + ocdcea_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG12262180,assignment to generic species,12262180dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK12262180,diacylglycerol kinase,12262180dgr_c + atp_c => adp_c + h_c + pa12262180_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN12262180,phosphatidate cytidylyltransferase,ctp_c + h_c + pa12262180_c => cdp12262180g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PINOS12262180,CDP-diacylglycerol-inositol 3-phosphatidyltransferase,inost_c + 0.01 cdp12262180g_c => cmp_c + h_c + 0.01 12262180ptd1ino_c,(MAL13P1_82),MAL13P1_82,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,2.7.8.11,added,,,,
LPINOS12262180,phosphatidylinositol deacylase,12262180ptd1ino_c + h2o_c => 1180lysoptd1ino_c + dchea_c + h_c,,,,Lipids InositolPhosphateMetabolism,0,0,1000,0,,3.1.1.52,,,,,
PTD1INO12262180,assignment to generic species,12262180ptd1ino_c <=> ptd1ino_c,,,,,1,-1000,1000,0,,,added,,,,
